name,lat,lon
Malasiqui Municipal Hospital,15.92074188639748,120.42677400756038
Umingan Community Hospital,15.92752715,120.8398646
Unnamed Facility,15.689361962702142,120.4146984346809
Guimba District Hospital,15.691354046124523,120.72671879452938
St. Raphael Medical Center,15.189281011104677,120.5838004262712
Rodriguez Memorial Hospital,15.081281928712869,120.6617444757774
Divine Shepard Hospital,15.16088799579425,120.58164082192116
Central Luzon Doctors' Hospital,15.478172388776327,120.58694077503712
Tarlac Provincial Hospital,15.474870076371618,120.58679036585255
Sacred Heart Medical Center,15.125370615736346,120.59867715127079
Our Lady of Mount Carmel Medical Center,15.096115469195867,120.62376630519444
Ramos General Hospital,15.485055076021757,120.59309293247611
La Paz Community Hospital,15.440690872419736,120.72990944247498
Jecsons Medical Center,15.491054896628656,120.59748485813027
The Medical City,15.177372647625708,120.52818013573135
Rafael Lazatin Memorial Medical Center,15.145949128169894,120.58075470579251
Angeles University Foundation Medical Center,15.145084419869086,120.59499144761817
Magalang Rural Health Unit Ⅰ,15.214531672705117,120.66193356377819
Camba Health Center,15.168845650000002,120.7902529
Cabiao General Hospital,15.26054530999674,120.8646641970006
Unnamed Facility,15.32137694791385,120.87855946694457
San Antonio District Hospital,15.321676024583827,120.87834325411718
GC Hemodynamix Inc.,15.347237611247994,120.59366077094727
Hemotek Renal Center,15.09923545,120.62223134999999
Holy Trinity General Hospital,15.157128111554957,120.7735286446766
Dr. Emigdio C Cruz Sr. Memorial Hospital,15.164237246019574,120.77798110551338
Dr. W.G. Cortez Hospital,15.14789010372119,120.76614342485487
Immaculate Concepcion Polymedic Hospital,15.326811926204046,120.64897494092914
Bambang Health Center,15.08996387821605,120.8166904036213
Candaba Lying in Clinic,15.093440928777285,120.8282509473778
Candaba Rural Health Unit I,15.093306916282293,120.82815499891508
Dr. Andres Luciano District Hospital,15.216612156394037,120.66973576802067
Santo Rosario Health Center,15.130116798256532,120.81466876602315
Pasig Barangay Health Center,15.094188500000001,120.82121630000003
"A, Duque Memorial Hospital",15.250582153036335,120.85823372009207
Tiglao Medical Center,15.230557950000003,120.5716259
The Medical City Clark,15.178481037497923,120.57185997272045
Loving Mother General Hospital and Diagnostic Center,15.493097407499963,120.59324552973857
Mexico Rural Health Unit IV,15.178867334154473,120.64511962916657
Amethyst V. Castro Birthing Home,15.0995972,120.75574365000001
EyeCare for you Optical Clinic,15.11769267608554,120.77543903760838
San Pablo Health Center,15.137402015072672,120.71085453320197
San Juan Health Station,15.087074900218939,120.76928688348838
Tooth Wizard,15.093622,120.76932160000003
San Nicolas II Health Center,15.218991599999997,120.66493494999999
Laput Health Center,15.097176324806618,120.71408388916123
Children's Clinic Lapuz Pediatric Clinic,15.212657299999998,120.65675715000002
Our Lady of Mt. Carmel Medical Center Clark,15.182298394708894,120.52997734417544
San Agustin Barangay Health Station,15.102206850000004,120.74468505000002
"Lea Lugue Contreras, M.D. Obstetrician-Gynecologist",15.215019881077517,120.66042944459068
San Agustin Health Center,15.224127019016422,120.68892816331618
Unnamed Facility,15.134485954081235,120.5819158154265
Unnamed Facility,15.134758711767173,120.5821706621737
Tayag-Lumboy Medical Clinic,15.209658025945815,120.65188699525577
Unnamed Facility,15.130711073183786,120.58279735632723
Mexico RHU 5,15.139635117431892,120.69427626343786
Cawayan Health Center,15.152498,120.67143759999999
Panipuan Health Center,15.106848868734216,120.65670006401709
Santa Cruz Health Center,15.129392147649078,120.56907786805681
Santa Cruz BHS-Sub Station,15.129815932606558,120.56902273710595
Gatbonton Clinic,15.090964543511975,120.76515213356086
Manibaug Pasig Health Center,15.109704950000003,120.55098195000001
Barangay Señora Health Center,15.1146273,120.57533094999998
Hacienda Dolores Health Center,15.096378933867967,120.52634995428042
Porac Rural Health Unit II,15.110052966619671,120.56302839989799
La Paz Turu Health Center,15.246212850000003,120.734904
San Juan Baño Health Center,15.174121300000003,120.76604185000001
Plazang Luma Health Center,15.15404827398147,120.76664599486045
Gulap Health Center,15.102967457506509,120.81920770011695
Paralaya Barangay Health Center,15.097823695842521,120.82791192863408
Women's Health Clinic,15.092938856880775,120.82626603351176
Clinica Tiglao,15.153038473776753,120.77569223108674
Clinica Canivel,15.09419330551289,120.82610633654441
Bambang Health Center,15.090316875202374,120.81690038846828
Rural Health Unit I,15.154224400169554,120.77208496472933
Manuali Health Center,15.143742994842718,120.52394317055617
San Jose Mesulo Health Center,15.142224117922515,120.77365879343512
San Agustin Norte Health Center,15.163064850000001,120.77962595
Matamo Health Center,15.136169705295643,120.80033657142508
Guemasan Health Center,15.148173691460787,120.77657332473466
Barangay Gandus Birthing Station and Health Center,15.12781149561752,120.63116836919383
Optimal Care Child & Adult Clinic,15.2174742740112,120.66177304616394
Rural Health Unit 1,15.22583105,120.57312950000001
Ayala Health Center,15.227528007877709,120.70321704140348
Tangle Health Station,15.17018778954512,120.64785024247274
Calibutbut Health Center,15.1163307,120.60242315
San Nicolas Health Station,15.108630500000002,120.78164955000001
Esguera Medical Clinic,15.21335083952258,120.66199992529425
Magalang Polyclinic,15.213058635191189,120.6567840102005
Babo Pangulo Health Center,15.076074355454821,120.53200753881752
Bella Martina Ob Gyn Clinic & Birthing Home,15.109777199322249,120.56759178382607
Diaz Barangay Health Center,15.074956693061168,120.47583642361234
Mancatian Health Center,15.0818012271308,120.55429014137991
Manibaug Paralaya Health Center,15.113465983333331,120.5658026
Tabuan Health Center,15.181180816634772,120.80100823315686
Batasan Health Center,15.148532418656858,120.79130633237307
Rural Health Unit II,15.154585807281965,120.72244407603185
Suclayin Health Center,15.163309625362741,120.79418789198384
Buensuceso Health Center,15.193826649999998,120.6728478
Camias Health Center,15.191986599999998,120.65215015000001
San Antonio Barangay Health Center,15.152214274641967,120.68915069140326
Rural Health Unit III,15.168655471606632,120.79035298913112
Baliti Health Center,15.1909406,120.68934065
San Mateo Health Center,15.2022065,120.79456775
Mapalad Barangay Health Station,15.207439749999997,120.80947679999998
Barangay Santa Cruz Paralaya Health Center,15.148974149132025,120.77851681522732
Barangay Lacmit Health Center,15.140652991073898,120.73793256883847
San Agustin Sur Barangay Health Station,15.157687092621567,120.77749952299612
San Nicolas Health Center,15.128384627615443,120.77601565879438
Santa Cruz Health Center,15.10816481834857,120.70597990030339
Buenavista Health Center,15.165296108342853,120.66342868797838
Nueva Victoria Health Center,15.1013812,120.67993984999998
Rural Health Unit II,15.127413667454997,120.67368164730277
Divisoria Health Center,15.094364308532175,120.68342080344934
San Pedro Birthing Clinic,15.119566149999999,120.66583825000002
Maliwalu Health Center,15.084101050000001,120.60802629999999
San Isidro Barangay Health Station,15.115789350000002,120.77195979999999
Santa Ana Rural Health Unit I,15.095862140855267,120.76445577826297
Santo Rosario Health Center,15.119813649999998,120.7409748
Balas Health Center,15.085083766484626,120.71511108165956
Rural Health Unit III Mabalacat,15.201227022072153,120.58326066099009
Unnamed Facility,15.216618420120392,120.66663059735427
Laxamana Hospital,15.21603902467524,120.66567293510779
San Vicente Health Center,15.200978151898694,120.6831962327163
San Pablo Health Center,15.216833450000003,120.67837840000001
Physiolife,15.21007903403572,120.65218939668873
Mercado's Clinic,15.15048744734956,120.77228719638595
Lingap General Hospital,15.155012543229626,120.77185375278563
Villa Maria Barangay Health Center,15.08677085,120.486943
San Patricio Health Center,15.094522497387466,120.72916302181571
Camuning Health Center,15.116864807578425,120.66455413020657
Unnamed Facility,15.143637199999999,120.65327909999999
Sapang Maisac Health Center,15.1810032,120.62789959999999
San Agustin Barangay Health Station,15.090719773488171,120.83382385738169
Pansinao Barangay Health Center,15.126260257226923,120.81294227949611
Calamba Community Hospital,15.093725166417956,120.79863448112714
Capas Medical Center,15.350814660349943,120.59258583360459
Ospital ning Capas,15.345804530842068,120.59232080367562
Talon General Hospital,15.490945013120848,120.59149653218294
Garcia MOM and KIDS Clinic,15.483715192390784,120.59130976411939
Saint Andre Maternity and General Hospital,15.33472457797847,120.5893343600708
VMQ OB-Gyne Clinic,15.334876835476305,120.58978248869619
Lazol Polyclinic,15.331811766340035,120.59075087235153
Maria Clara Chest Center,15.481039069691763,120.58701775285954
Unnamed Facility,15.346147224803168,120.53038660945477
Holy Family Center,15.13995322988637,120.59423449396968
Arayat Doctors Hospital,15.148870490619233,120.76704805992416
OFW Hospital,15.080622446057172,120.63713425335607
PRI Medical Center,15.147620029526328,120.57743479642684
Dr. Eutiquio LL. Atanacio Jr. Memorial Hospital,15.323825821034445,120.65783898603489
Saint John Paul II Medical Center,15.244101596994632,120.65528608677045
Tarlac Medical Center,15.47003102593925,120.59112203501184
Concepcion District Hospital,15.329839835148013,120.64664605196923
Plant Clinic,15.061896500000001,120.66209054999997
Mother Theresa of Calcutta Medical Center,15.065296954436025,120.65296267839449
Ricardo P. Rodriguez Memorial Hospital,14.999290243920386,120.65092781675321
Toledano Medical Diagnostic Clinic,15.0345505,120.6740222
Escolastica Romero Hospital Annex,14.938074633499419,120.59951810520363
Escolastica Romero District Hospital,14.938252354895884,120.59866833713367
Jose S. Lapid District Hospital,15.06398694823295,120.54825569445627
Bataan General Hospital and Medical Center,14.678655192929671,120.53041959413595
Dinalupihan District Hospital,14.86540830140108,120.46084784083482
Romana Pangan District Hospital,14.990162916455512,120.51170208173694
Unnamed Facility,14.989858668072438,120.51161366038632
Unnamed Facility,14.990049802795046,120.5118446729822
Diosdado P. Macapagal Memorial Hospital,14.985562213910686,120.62267429830194
Diosdado P. Macapagal Memorial District Hospital,14.98562062005582,120.62264458248366
Holy Rosary Hospital,14.90878416018068,120.71525951201467
Macabebe District Hospital,14.894109777215043,120.71435521947029
San Fernandino Hospital,15.043777801282452,120.67500513146767
V. L. Makabali Memorial Hospital,15.031835876239313,120.68889983129269
Emilio G. Perez Memorial District Hospital,14.83684932048807,120.73328981783735
Camp Olivas Health Services,15.018501347452782,120.70205717637765
Unnamed Facility,15.013967990248753,120.70493430410733
Jose B. Lingad Memorial Regional Hospital,15.034543218301055,120.6846600673777
Divine Word Hospital,14.839400573928215,120.75220430542323
Saint Joseph Hospital of Remedios,14.920539442643735,120.57774473430423
Rosario Memorial Hospital of Guagua,14.966880292368717,120.63207464187865
Rural Health Unit I,14.96487428471382,120.6334596539173
Pampanga Medical Specialist Hospital,14.972856246481117,120.60634674516683
Bataan Peninsula Medical Center,14.86901780161296,120.46077285354701
Dr. Jesus A. Datu Medical Center,15.000393643809065,120.65245017983021
Sasmuan Rural Health Unit,14.942813800288143,120.62168209369024
Mexico Community Hospital,15.073639352095206,120.71924134422093
San Luis District Hospital,15.052651663297908,120.78081187047198
Santo Domingo Health Center,14.959986250000002,120.5672333
Lubao Rural Health Unit 1,14.94873774691367,120.59650607488233
San Nicolas 1st Barangay Health Center,14.94265930404899,120.59950834340646
maquiapo health center,14.985436550000003,120.55745010000003
Santa Filomena Barangay Health Center,14.96846679876302,120.63582613342776
San Isidro Health Center,14.96702434467958,120.61563548225323
Alfonso Medical Clinic,14.972016804830217,120.63623880027787
Serrano Health Clinic,14.976548540482103,120.6473940371522
Rural Health Unit II,14.97615665374692,120.64317840860112
Sibug Medical Clinic,14.976338225261264,120.64231293309953
Eye Ear Nose & Throat Clinic,14.913268682696039,120.56710625726717
Unnamed Facility,14.912487360596389,120.56378477531672
Briones Medical Specialists Clinic and Pharmacy,14.909665970228938,120.56159997085959
FSR Optical Clinic,14.909223284294603,120.56025946202514
San Juan Health Center,14.934529618476173,120.59868529566906
Calangain Health Center,14.891551314988119,120.55452289353727
Well Family Midwife Clinic,14.897536817543923,120.5420264473808
San Roque Arbol Barangay Health Station and Birthing Clinic,14.898034348119145,120.54331853884271
Santos General Hospital,14.840920819474372,120.81171574012075
Bataan Saint Joseph Hospital and Medical Center,14.681502503147783,120.5415875932765
Bataan Doctors Hospital,14.682975602022701,120.54253409960143
Balanga Medical Center,14.677524180528321,120.53559412120876
Holy Family Clinic,14.67684127689096,120.53628935903102
Santa Ines Health Center,14.98080466569781,120.648619462801
Rural Health Unit III,14.994034300872983,120.58475457350985
Pulungmasle Health Center,15.00893495,120.54492360000002
Ascomo Rural Health Center,15.012740665478336,120.53119402146862
San Agustin Barangay Health Center,14.97321468654935,120.64314516938039
San Miguel Health Center,14.981884442649559,120.64768806835417
Don Ignacio Dimson Health Center,14.974252843038206,120.583989772308
San Roque Dau Health Center,14.976651833345356,120.57998840184216
Capilla Pulungmasle Health Center,15.011920317217847,120.54115260109
Santa Rita Health Center II,14.938916800000001,120.53897934999999
Santa Rita Health Center I,14.93576083347259,120.53556475150077
Santa Teresa 1st Barangay Health Station,14.92666097381277,120.55728780036353
San Pablo 1st Health Center,14.927236175551261,120.52049003719686
San Pedro Palcarangan Health Center,14.9231507334121,120.52074448570004
San Pablo 2nd Barangay Health Station,14.922253,120.5366547
San Agustin Health Centre,14.929710200000002,120.5769841
Elisa M. Roque Clinic,14.942643523032036,120.5968302941329
Medical Clinic,14.992676476288446,120.58914991442191
Bansil-Morales Optical Clinic,14.966395631431025,120.61249835653506
Balantacan Health Center,14.898856799999999,120.55929890000003
Santa Teresa 2nd Barangay Health Center,14.88660705,120.56373304999998
Rural Health Unit III,14.885754850000001,120.5219483
Rural Health Unit II,14.910511679968575,120.56284631956255
Lourdes Health Center,14.892727604064007,120.53567931738846
San Nicolas II Health Center,14.93623905,120.58473095
Health Centre,14.918574832692185,120.5791512966019
Unnamed Facility,14.921692064859192,120.57506576689873
Wenceslao Health Center,14.973383450000002,120.56707335000002
San Francisco Health Center,14.961528981402836,120.5473569007445
M.J. Vitug Medical Clinic,14.922577265057464,120.53654987097413
Malolos Maternity Hospital,14.850214477749805,120.8221628484169
Unnamed Facility,14.851871205011483,120.81903324842092
Sacred Heart Hospital of Malolos,14.852002465257023,120.8174784979826
Sacred Heart Hospital of Malolos,14.852167619974571,120.81771092161465
Malolos Physical Therapy and Rehabilitation Center,14.858359749218865,120.81611081648421
Bulacan Medical Center,14.85871054735178,120.81654832480726
Dr. Ofelia L Mendoza Maternity and General Hospital,14.867435396249833,120.82141235743568
La Consolacion University General Hospital,14.886543839161483,120.86483064527958
Saint Vincent Polyclinic,14.8484021,120.81397225
Ofelia L. Mendoza Maternity and General Hospital,14.845183095078214,120.81308804950119
Mary Immaculate Maternity and General Hospital,14.837729435234815,120.81351823554535
Graman Medical and Maternity Hospital,14.846358512395526,120.83465033405399
San Vicente Hospital,14.845678567453653,120.81694014865145
Santisima Trinidad General Hospital,14.870931401885262,120.82130802338514
Bulacan Polymedic Hospital,14.840863624560967,120.8611981099684
Calumpit District Hospital,14.907832584903517,120.7713895860394
Mary The Queen Maternity & General Hospital,14.88594165,120.84465795
San Pascual Baylon Maternity and General Hospital,14.837363489047247,120.78951683735443
La Consolacion University General Hospital,14.886319950102116,120.86339528478405
Marcelo - Padilla Children's & Medical Hospital,14.888778244874047,120.86664727089388
Doc Rommel Cruz Hospital,14.811069587734412,120.84235257877124
G. H. del Pilar Hospital,14.79290974599938,120.87991438567211
San Agustin Health Center,14.928521868543616,120.57661585187077
Malolos Health Providers,14.847589683933263,120.81414434012622
Basa Air Base Hospital,14.979414508164163,120.50150766923139
E.V.F. Medical Clinic,14.976282393166864,120.61849288799843
St. Denver Medic-Lab Eye Test Medical Clinic,14.975892890766007,120.61882293803261
City Health Center-1,14.67567785,120.53596889999999
Saint Nicholas Dialysis Center,14.674952693053653,120.53543462247501
Our Lady of Mercy General Hosptal,14.894035369707746,120.86613230506849
Catulinan health center,14.966912072446457,120.87982915427466
Ilaya Dialysis Center,14.679171112425495,120.53754589019454
Plaridel County Hospital,14.880106176956504,120.86444999718323
Cangatba Health Center,15.071929296387697,120.54338488203621
Pampanga Premier Medical Center,14.960240125123095,120.75941644028342
San Pedro Rural Health Unit,15.077209180529993,120.76699515590259
San Isidro Barangay Health Center,14.902042238875241,120.71900112331282
San Isidro Health Center,15.02491580387976,120.82360748359356
Santa Lucia Health Center,15.050882257403577,120.77612674708826
San Roque Health Center,15.01336395,120.83974605000003
San Luis Rural Health Unit I,15.03843425,120.7899164
Santa Catalina Health Center,15.057608804477896,120.79816241740374
Dolores Health Center,15.034309894265606,120.74903773785523
Parulog Health Center,15.011478699999998,120.64345139999999
Dolores Health Center,15.061493680232232,120.6310928377406
San Vicente Health Center,15.006249050000001,120.65769225000003
San Isidro Rural Health Unit II,15.037856055410389,120.64581286988016
OB Care Birthing Clinic Co.,14.99574722891337,120.65348691976651
Medical Clinic,15.052555515766322,120.78023040415071
Rural Health Unit II,15.037268949999998,120.78781325
Tuaño Health Center,15.007443207738822,120.70904513157606
Santo Niño Health Center,15.005685099999999,120.70591859999999
Rural Health Unit I,15.063936225489305,120.81073228999728
San Juan Health Center,15.062539500000002,120.80914025000001
Santa Rita Health Center,14.9790779,120.69159489999997
San Isidro Health Center,15.011792101702001,120.6096246282129
PELCO 1-AES Community Clinic,15.073539773851326,120.74897633734088
Santa Maria Health Station,15.059561933465426,120.7740022485866
Batang 2nd Barangay Health Station,14.818781150000001,120.61880024999999
Mother Bles Birthing Clinic,15.044759608734916,120.52923304645448
San Basilio Barangay Health Station,15.0336372,120.58370710000001
Santa Rita Rural Health Unit,15.00014975,120.61807875000001
Sebitanan Health Center,14.844280200000002,120.6171088
Paligue Health Station,15.047032443822374,120.87771304588428
Katutubo Village Health Center,15.042925,120.50838340000001
Dulong Ilog Health Center,15.046111615535889,120.86125836839527
Santo Niño Health Center,15.0126723,120.85134205
San Agustin Health Station,15.030586399999999,120.78037864999997
San Vicente Ebus Health Center,15.004135800137208,120.57162198331436
Saint Pio Hospital,15.029605094864092,120.88210657779258
San Pedro Health Center,14.977194241812008,120.68961541630505
Guagua Eye Clinic,14.964730506357379,120.62691977962682
C.D. Sison Medical Clinic,14.975973716476894,120.61908770078142
San Matias Health Center,14.978059938717776,120.62160970507534
OB-GYN Clinic,14.96438841068804,120.63021436859182
Porac Perpetual Polyclinic,15.065864547237702,120.54310591965735
GreenCity Medical Center,15.044388302509583,120.68552445754807
Centro Medico De Santisimo Rosario Inc.,14.67281955,120.52484355
Unnamed Facility,15.031546621545102,120.88108347786743
Virgen dela Merced Clinic,15.032653429054934,120.88117976178965
Nanay Care Bahay Paanakan,15.019285177256686,120.8613989043099
Manliclic-Ontoy Children and Adults Clinic,15.018879298959396,120.85197719838901
Tenejero Barangay Health Station,15.020566157962776,120.85731927303121
Mandasig Health Center,15.075570750000002,120.81495595
Ascom Hospital,14.952996564482422,120.76778055248366
Santo Tomas Rural Health Unit,14.988561176281902,120.70914523400734
Talang Health Center,15.018291419904248,120.84983659425694
San Matias Barangay Health Station,15.008113232878133,120.71393467422659
Santo Tomas Maternal and Child Health Clinic,15.008374199999999,120.71141664999999
Planas Health Center,15.03812865,120.51084350000001
Reina del Cielo Maternity & General Hospital,14.887016207056076,120.86676612273914
Barangay Jalung Health Center,15.065382352027514,120.53461426676255
Doctor Peralta Hospital,14.88596602857857,120.8586888122333
San Francisco II Health Center,14.962218998781099,120.67586466547561
Dr. Emigdio A. Bondoc Memorial Health Center,14.970092453360724,120.68600658295595
Potrero Health Center,15.0523313,120.6082361
San Bartolome Barangay Health Station,14.988078430903174,120.70630015524756
San Rafael (Baruya) Health Center,14.875658217707297,120.53297235854929
Santo Rosario Pau Barangay Health Station,15.022399935358436,120.72502344104679
San Francisco de Assisi Health Center,14.957462835012032,120.66995808683265
Lising Family Clinic,15.065206530336306,120.72317488783702
Dizon-Mallari Medical Clinic,15.069506781439395,120.734777668513
Santo Rosario Health Center,15.067588133635736,120.72779744628636
Mendiola Healthhub Physical Therapy Clinic,14.896783065220756,120.54137210475685
Sabanilla Health Center,15.067254774872094,120.69845309471349
Ayrin's Birthing Clinic,15.052752357456482,120.7120163152963
Moras Dela Paz Health Center,15.014235534084293,120.70669499729577
Santa Monica Health Center,14.933831105702216,120.62467681719214
Dizon Clinic,14.93794766104138,120.62193195206287
Pio Model Community Barangay Health Center,15.044838095084772,120.52958668201559
San Jose Mitla Health Center,15.06594635,120.57259679999999
Dizon Eye and Skin Clinic,15.074299431198524,120.54341173939387
Maniango Health Center,14.935632529177635,120.66891298745068
Saplad Barangay Health Station,14.940086449999999,120.68271189999999
Pulung Santol Health Center,15.047847899999999,120.55816469999996
San Juan Health Center,15.002959899999999,120.6204467
Baron Children's Clinic,15.070018399999999,120.5435214
Lagundi Barangay Health Station,15.05358489796709,120.71103131692486
San Miguel Health Center,15.076694074581598,120.69962444451976
San Nicolas Barangay Health Station,15.07109904386252,120.74612957883649
San Jose Matulid Health Center,15.04390168352311,120.71750290080452
Clinica Deala Family and Maternity Clinic,15.069776555070908,120.7383946187601
Mexico Rural Health Unit I,15.065430642952483,120.71937400287462
Jose-Carreon Medical Clinic,15.065911326361965,120.72556304311003
Santa Ursula Health Center,14.968774580591676,120.65048315696251
San Juan Health Center,14.971859999999998,120.61798299999998
San Pedro Health center,14.965373692695294,120.62524827024926
Medical and Diabetic Care Clinic,14.964598615750862,120.63423825533012
Magsaysay Health Center,14.981305592416632,120.57581711812905
LVG Ob-Gyn Clinic and Lying-In,14.96834018246185,120.63202455253167
Mesalipit Health Center,14.994504404926724,120.68445971724977
Sta. Cruz Hospital,14.917135797816776,120.76696483123054
Cabetican Health Center,14.98985765,120.6492758
Balas Health Center,15.035226350000002,120.60470065000001
Santa Maria Health Center,15.07593625,120.77455805
Dialysis Center,14.985920663251532,120.76424671655663
Babo Sacan Health Center,15.068696966284692,120.54491085391926
Dr. Rhett Jospeh S. Sotto Internal Medicine and Adult Diseases,15.06497310469081,120.54867808432118
Sepung Bulaon Health Center,15.044507966474852,120.5495574925405
Barangay Pias Health Center,15.021690550000002,120.55983085
Salu Baranggay Health Station,15.021011843615492,120.54278956986383
Pasbul Health Center,15.03460545,120.45940954999998
Palat Health Center,15.042474263877523,120.53586438323148
Pio Health Center,15.048050550030712,120.52365356665572
San Sebastian Health Center,15.045608753760515,120.79456111656256
Santo Rosario Health Center,15.0615917,120.78522285000003
San Nicolas Barangay Health Station,15.047398099999997,120.80031050000001
Santa Rita Health Center,15.034036590647014,120.78060912783187
Unnamed Facility,14.92343485,120.582432
Little Paul Clinic,14.945654808978578,120.59703456968349
San Jose Apunan Health Station,14.96345509653896,120.57448691924627
Concepcion Health Center,14.946949079226426,120.58126576849908
San Antonio Health Center,14.941211104364582,120.5748669203388
San Pablo 2nd National High School Clinic,14.922001300000003,120.53868569999999
Santo Cristo Barangay Health Station,14.946021203476118,120.53028968208454
Santiago Health Center,14.897734197906003,120.52055976767195
Santo Rosario Health Center,14.969221442383022,120.68804481647406
Bulac Health Center,14.952929897503866,120.67275511709657
San Vicente Health Center,14.99562378591684,120.70521276838171
Leonardo Manabat Memorial Hospital,15.01392235,120.704946
San Juan Nepomuceno Health Center,14.978132750000002,120.64183604999998
Jimenez Optical Clinic,14.963664082878589,120.63228812102342
Santo Tomas Community Hospital,14.99647595928362,120.70145772545553
Sitio Remedios Health Center,14.940904599999998,120.62406284999999
Laug Health Station,15.04605274655335,120.7532273189794
Dalayap Barangay Health Station,15.016397249999999,120.8645946
Barit Health Center,15.02799935,120.83418594999999
Women's Health & Maternity Clinic,15.034525823668439,120.88080399053351
Mount Samat Medical Center,14.643802763365592,120.53947925750984
Mateo-Mabborang General Hospital,14.836893687189512,120.73356569374307
Paombong Rural Health Unit,14.83529826041316,120.78823103409457
ED Lim Medical Center,14.944319645482304,120.7583191312279
Sacred Heart Hospital of Malolos,14.851721879833878,120.81776078395504
FM Cruz Orthopedic & General Hospital,14.906499570011148,120.86963354578549
Orani District Hospital,14.790052682673695,120.5353883376674
Paombong Super Health Center,14.84227857443981,120.76581800236107
Escolastica Romero District Hospital,14.938240305521248,120.59890297540582
Pampanga Medical Specialist Hospital,14.972856246481117,120.60634674516683
Isaac Catalina Medical Center,14.685190904439377,120.5382083875142
Naic Medicare Hospital,14.327490269446416,120.77609190315012
Maheseco MPC Hospital,14.433704371865545,120.48614252427713
Mariveles Mental Hospital,14.430600707951351,120.48413298578907
Tanza General Hospital,14.39043747815911,120.8490302035863
Divine Grace Medical Center,14.39791847662962,120.86812119445399
Cavite Medical Center,14.463378133317086,120.88188556026833
Petron Clinic,14.525408921583216,120.59428053777799
General Trias Maternity Hospital,14.396708467052903,120.86321766960214
Maragondon Health Center,14.275533185676084,120.7352769088785
Manas Hospital,14.370519772045128,120.82381020378446
ERS Clinic,14.277608350000001,120.86975440000002
Manuel V. Santiago Medical Center,14.294177901845293,120.86617642702063
Circle of Life Veterinary Clinic,14.397101050000002,120.85417310000001
Mariveles District Hospital,14.437748710265284,120.4982308938864
Unnamed Facility,14.266421589420066,120.62711148101972
Cavite Municipal Hospital,14.277267429945018,120.73369751072882
General Trias Medicare Hospital,14.373744276213598,120.88211565862737
Tanza Doctors Hospital,14.366371048440154,120.8173622251312
Orion Saint Michael Hospital,14.620060680390644,120.5780012017252
Naic Doctors Hospital,14.314614697959227,120.77117845396815
Provincial Center for Mental Health,14.277175922399035,120.86922973201763
Korea-Philippines Friendship Hospital Building,14.275636512029678,120.8704988189655
General Emilio Aguinaldo Memorial Hospital,14.276067561135958,120.8696245305507
First Filipino Saint Hospital,14.316674080109687,120.77223033922921
Medical Center Western Batangas,13.953852675167601,120.7283591392465
Ospital ng Calaca,13.937194875522213,120.80011003357906
De La Salle University Poblete Memorial Hospital,14.139940627270397,120.8554614086266
Nasugbu Rural Health Unit,14.07423934040339,120.63097427839638
Mother of Perpetual Help Birthing Clinic,13.928834271795179,120.81306609411281
Apacible Memorial District Hospital,14.051107151206725,120.64723238423743
Metropolitan Medical Center - Nasugbu,14.06309359805661,120.84171254322278
Tuy Health Center,14.020733812419905,120.73116570158052
Metro Balayan Medical Center,13.949335872836976,120.72791835178043
Balayan Bayview Hospital & Medical Center,13.945890827773253,120.75375331285153
Don Manuel Lopez Memorial District Hospital,13.948244748400345,120.74737510762164
Calatagan Medicare Hospital,13.831492180854449,120.63010978256965
Municipal Health Office,13.444427701912874,120.7261830324241
Abra de Ilog Community Hospital,13.445036353669108,120.72661468147479
Amade Clinic,13.497367123219185,120.88818411206775
Amade Clinic,13.493061650000001,120.88812925
Municipal Health Office,13.22668888872432,120.59433073547677
Payompon Health Station,13.219591750000001,120.60025395
Talabaan Barangay Health Station,13.150725990211464,120.68950322813086
Health Center,13.149099908956455,120.68949110975166
Health Center,13.25544375,120.61921565
Tayamaan Health Station,13.23192401781659,120.56541765698536
Barangay 2 Health Station,13.2215562,120.5955391
Occidental Mindoro Provincial Hospital,13.23091295651933,120.58615378179351
Saint Martin Mission Hospital,12.831253287520049,120.76699782074783
Unnamed Facility,12.844504375593926,120.7800544586007
Siasi District Hospital,5.5430398018629745,120.81688110622326
Asanias Polyclinic,18.561202799014076,121.23065388125092
Northern Cagayan District Hospital,18.605219006407076,121.17239593919066
Unnamed Facility,18.560932616251176,121.23444728270039
Daguioman Rural Health Unit,17.459009949292845,120.92650395887223
Western Kalinga District Hospital,17.49493074290442,121.20895204753644
Kalinga District Hospital,17.352041256239364,121.17515150433746
Saint Theodore Hospital,17.084892109299172,120.90229707283659
Natonin Community Hospital,17.109915820157507,121.27982550254607
Good News Clinic & Hospital,16.907992808277417,121.06342776940538
Good News General Hospital Banaue,16.907944898398835,121.06339402498034
Banaue Medical Clinic,16.909486457604526,121.06228916180073
Bontoc General Hospital,17.093733789896476,120.97665921157855
Mayoyao District Hospital,16.9751826704512,121.22182751500333
Mayoyao District Hospital,16.975236479140797,121.22159418778804
Mayoyao District Hospital,16.97537760519744,121.22170124253356
Unnamed Facility,16.975286118528494,121.22159819940536
Unnamed Facility,16.863213299999998,120.87240305000002
Aguinaldo People's Hospital,16.991470259337547,121.30676365626073
Favuyan Health Clinic,17.123519299999998,120.9735868
Region II Trauma and Medical Center,16.483012916489237,121.13425064956829
MMG Hospital,16.516643279746948,121.17817183797808
